physName,comment,commentDate,ratingStaff,ratingPunctuality,ratingHelpfulness,ratingKnowledge
Dr. L Persyko,"Has been my G-E specialist for 12+ years. Kind, patient, thorough, willing to listen & explore all posibilities. But when action is required, he just picks up the phone & calls himself for MRI, CatScan, UltraSound etc. etc. A role model for other doctors.","January 31, 2011",5,5,5,5
Dr. L Persyko,Excellent doctor. I struggled 10 years to find answers to my symptoms. Dr. Persyko diagnosed and successfully treated all my symptoms. Knowledgeable and focused. Higly recommend.,"December 23, 2010",4,5,5,5
Dr. Philip Hassard,"He and his nurse Rachel are fantastic! When I was dangerously anemic they called me after hours, set up an immediate appointment and I was being treated the next morning. The fact that this team stayed after hours speaks volumes about how much they care about their patients.","June 16, 2017",5,4,5,5
Dr. Philip Hassard,"Administrative assistant tells me that she will call back, but then does not, which makes it very difficult to move forward with things. Office doesn't seem to want to provide services to English-speaking patients.","December 14, 2016",1,1,1,1
Dr. Philip Hassard,Superb doctor. First doctor to correctly diagnose me for a life-long issue.,"October 31, 2016",5,5,5,5
Dr. Philip Hassard,"I have been seeing Dr H for about 10 years for my UC.
In very few and infrequent visits he has given me the guidance, confidence and meds to control my disease.
I like and trust this doctor.","January 19, 2016",5,5,5,5
Dr. Philip Hassard,"Takes the time needed to get the job done right. Helped save me from colo-rectal cancer in 2009. Thanks Doc!
Normand","October 23, 2015",5,5,5,5
Dr. Philip Hassard,He has made having crohn's easier to with. Has amazing support stagf,"July 20, 2015",5,5,5,5
Dr. Philip Hassard,"Dr Hassard, like another one of his patients said in a recent rating, is a GEM! Like my Family Doctor who referred me to him, he is a caring human being - a great man. He's another one of those super human and super professional guys 
from the U of O. I have but good things to say about them all and Dr Hassard is no exception. Thanks Doc!","July 9, 2015",5,5,5,5
Dr. Philip Hassard,"Dr Hassard is a kind and gentle doctor, calmed my nervousness by held my hand during the 1st procedure that was several yrs ago and has calmed each and everytime, my experiences with him are always positive, i have highly recommended him to all my friends and will continue to do so, A-1 Doctor.","April 9, 2015",5,5,5,5
Dr. Philip Hassard,He's an amazing and very caring Dr. happy to be his patient.,"January 5, 2015",5,4,5,5
Dr. Eric Hurowitz,He makes you feel comfortable and has many questions about how do you feel. He is good at explaining what all your medical information in a way you can understand. Very Good experience.,"September 8, 2017",5,5,5,5
Dr. Eric Hurowitz,"This doctor is the one saved my life 
His the one understands your semantics while you speak 
His very understandable and never hesitate to help u if he can with kindness and wisdom 
I'm so proud of him and his team assistant glad to have him as my doctor","August 29, 2017",5,5,5,5
Dr. Eric Hurowitz,Dr. Hurowitz has an amazing approach to patient care and shares great wisdom.,"June 19, 2017",5,5,5,5
Dr. Eric Hurowitz,"I have never seen a kind Dr. like him , he is a very knowledgeable Doctor and assuring","April 1, 2017",5,5,5,5
Dr. Eric Hurowitz,He has an excellent knowledge in his field of education... Very caring and nice attitude also...,"March 14, 2017",5,5,5,5
Dr. Eric Hurowitz,An amazing doctor -- well worth the wait! His assistant is lovely. A very pleasant office to visit.,"January 27, 2017",5,4,5,5
Dr. Eric Hurowitz,I have seen Dr. Horowitz twice over the last 7 months. Both times through the emergency department. The first time I was diagnosed with ovarian cancer and the second time for gal stones. He has the best bed side manner. He is laid back and talks to you like an equal. he explains things well and never rushes you until you have all your questions answered. This has been a difficult 7 months but he has put me at ease and helped a lot with the process ! He is a very kind man.,"December 12, 2016",5,5,5,5
Dr. Eric Hurowitz,"Dr Hurowitz is an amazing dr, super friendly and doesn't rush you. He makes you feel comfortable and that your problem is truly important to him. He genuinely cares. His staff are also very friendly and caring.","July 15, 2016",5,5,5,5
Dr. Eric Hurowitz,Rude and extremely insensitive. Seems aloof and uncaring about patients well being.,"Submitted November 11, 2015",1,1,1,1
Dr. Eric Hurowitz,"An outstanding Doctor and excellent staff. I certainly don't love getting a colonoscopy but once you get to a certain age you pretty much have to. They make it a good experience. As to Dr. Hurowitz himself, they don't come better, in any way. Highest possible recommendation from me.","September 24, 2015",5,5,5,5
Dr. Nitasha Anand,"I adore Dr. Anand, I have met with her on a few occasions being referred to her. She is very thorough and super knowledgeable. She has done a few different scopes on me and despite a previous bad experience with another doctor she was able to settle my nerves and reassure me and it went very well. She really does listen to concerns and addresses them and to boot she has a great bedside manner.","May 11, 2017",5,5,5,5
Dr. Nitasha Anand,"I find her very helpful ,knowledgable and non judgemental as well as a good listener .Discusses particular medical topics that other ""specialists "" would avoid or dismiss talking to me about . Referred me for tests that many other doctors never tested me for and was impressed with her reasoning for the tests . If you're in the Barrie midland or orillia area I would recommend her the most due to the fact she's knowledgable and listens and seems to care about getting you well which I feel is a rare find with today's specialists , the receptionist could be a little more personal but that's not Dr. Anands problem . It's unfortunate they only take on patients in orillia or midland area now as I believe she's the most caring / knowledgable gastro out of the orillia Barrie area","May 9, 2017",3,5,5,5
Dr. Nitasha Anand,"What a breeze this colonoscopy was. She is a lovely person , very kind and gentle. I would definitely recommend her to anyone. Amazing for this area to have such wonderful medical professionals available . Thanks Dr Anand","May 3, 2017",5,5,5,5
Dr. Nitasha Anand,I am so thankful that Dr.Anand came into my life at the time she did. I was in the hospital suffering with a Colitis flare and my Gastro doctor was in Owensound at the time. She was absolutely wonderful explaining to me about my disease and the options I could take to get better. She listens to your opinion and CARES! I would recommend this doctor to anyone she has truly let me see the light at the end of the tunnel!,"April 11, 2017",5,5,5,5
Dr. Nitasha Anand,"I wish she could be our family doctor, she is awesome and seems to really care!","September 9, 2016",5,5,5,5
Dr. Nitasha Anand,Such a great Doctor! Takes times to explain things and very knowledgeable.,"Submitted August 27, 2016",5,5,5,5
Dr. Nitasha Anand,Dr. Anand is kind and thorough. Really tries to help. Jan may come across tough but her heart is in the right place. Great office. I love that I can leave a message and get a call back within hours.,"May 23, 2016",5,5,5,5
Dr. Nitasha Anand,She is a very nice Dr but she should get rid of that receptionist she's condescending and treats you like you're below her standard . Get rid of her and maybe people would make their appointments. Condescending people belongs in parliament so ship her crappy attitude there with all those lying politicians,"February 10, 2016",1,3,4,5
Dr. Nitasha Anand,"Dr Anand is fabulous, her receptionist JAN was rude, condescending and made someone feel horrible enough to cry just because of a flare up and being a newly diagnosed chrohns not really knowing what to expect.......she did NOT help","December 11, 2015",1,5,5,5
Dr. Nitasha Anand,I would highly recommend Dr. Anand. She is very kind and has a great bedside manner. Her one staff was not very professional i found..she offered her opinion on specifics regarding my case comparing my case with her husband.,"September 8, 2015",3,5,5,5
